-1.2587,0.4514,0.0581,1.5117,0.3598,-2.6330,0.0404,0.8087,0.1970,-0.2048
-0.4452,-2.5709,1.4191,2.4700,1.4591,-5.1947,-0.3145,1.0790,1.0378,-2.0149
-0.7562,3.9187,-2.7091,-6.3999,-0.6691,3.4351,0.6098,-1.7259,0.9617,-1.0760
0.9959,-2.2691,2.4982,-0.7025,4.2242,-5.8506,-1.1759,0.6004,-0.5518,0.7344
-0.1227,1.9859,-1.5331,-2.6802,0.8213,-0.1482,-0.3740,-1.4656,0.7249,-0.6920
-0.8923,1.0733,0.1467,-2.8727,1.5208,-2.8880,0.1765,-0.9427,0.4251,-0.4687
-0.8090,-3.0764,0.5450,0.6528,-1.9067,2.1756,1.3390,0.7338,0.5557,-2.0715
0.0844,-1.1387,1.5546,2.8656,-1.4034,-0.9682,0.5312,0.8007,1.1580,-0.8812
0.7626,-0.6679,0.6967,-0.9209,1.2914,-0.9604,0.0104,0.0217,-0.7128,1.5721
-0.2744,1.0789,0.0427,0.1429,0.9986,-2.0158,-0.3610,-0.2027,0.0798,-0.1189
-0.8764,0.2429,-0.6400,-1.6104,2.7878,-4.5950,-0.7791,-0.3589,-1.0972,1.1007
-0.7431,1.6887,-2.0861,-1.6748,-1.2006,2.6967,-0.5896,-1.1308,1.4811,-2.1638
-1.5540,1.2609,1.9629,0.6341,-0.2215,-3.5954,0.3696,-0.3474,0.8039,-3.4823
0.4046,-1.4829,0.1790,2.0113,-2.5653,3.8228,0.7363,0.1970,0.5251,-1.1708
0.3120,-1.0018,0.4803,1.0738,-2.0322,2.9585,0.3107,0.4884,0.0630,-0.4895
-1.4606,1.4706,1.6988,0.1564,-1.3769,-3.7673,0.6271,0.9052,1.2792,-1.6611
0.5606,3.0159,-1.9785,-2.7152,-0.0048,1.4274,-0.1740,-0.9696,-1.1142,2.5834
1.3973,-0.6743,0.6376,0.3796,1.6949,0.0186,-0.8645,0.2423,0.2596,1.0446
-1.4971,1.9503,-1.4376,-3.6249,-4.1756,6.4241,1.6715,-1.0030,0.0670,0.5612
-0.3749,-2.0628,0.1875,2.3842,-2.0857,2.3624,0.5292,0.8315,-0.7064,2.0505
