2.7012,0.4216,0.1959,1.4548,0.5915,-2.0866,-0.6028,-2.3995,1.0710,-1.4499
0.8515,-1.7082,2.9527,-0.4315,-1.7581,0.2913,1.2656,0.1961,1.6671,0.2443
-1.8051,0.5120,-0.8382,1.1544,1.7993,-0.2334,-0.5448,-1.9543,-1.4924,4.2184
-0.2031,-0.2925,-0.5050,-0.4808,0.0915,1.9676,-1.7583,0.0019,0.3912,0.7607
4.4663,0.0794,1.2725,-1.6107,1.2464,0.6360,-0.0641,0.3842,0.8027,0.4771
1.2415,1.0417,-2.0227,0.1035,0.5680,-1.0816,-0.7624,-2.6802,-0.8388,2.4902
-3.1021,1.3699,0.4812,1.0059,-0.1320,0.0811,0.2983,-0.8307,-0.9685,2.1175
-1.3856,-0.0906,0.3138,0.8892,1.9414,-1.5352,-0.6995,-1.0076,2.2201,-3.1720
-0.6531,-0.7993,1.0310,0.7154,1.6956,-1.1531,0.1948,-0.1440,-1.1445,2.0190
-2.3698,0.4284,2.0932,1.7726,0.8951,-1.2972,-0.5780,-0.0386,-0.5542,1.7840
0.6705,1.2174,-1.7116,-0.0896,-0.6980,0.3758,1.4531,-1.0861,1.4906,0.2169
1.5488,1.0231,3.0097,2.0070,0.9559,-1.1735,-0.8962,-0.3193,0.6710,-0.6163
-0.1686,-1.9368,2.5026,1.5031,0.3306,-1.2790,0.7038,-0.7605,1.7308,-1.3671
0.9030,0.4714,-1.8705,-1.3430,-1.3480,-0.2223,1.4303,-1.0029,1.6308,-2.5094
-0.6533,1.0379,-0.5091,1.9180,0.8461,-0.6467,-0.2277,0.4187,-0.5541,1.3150
1.5330,0.9764,1.2215,1.1671,0.2969,-0.8921,0.8547,-0.0760,0.4946,0.1170
0.4509,1.8231,2.4343,1.1867,0.2182,-1.1043,0.7217,0.0056,1.9786,-1.2029
-2.9736,2.0117,0.0301,1.0723,1.1963,0.0229,-0.4178,0.4083,-0.8722,1.6523
-1.1218,0.7768,1.0081,1.7755,0.0151,-2.0848,0.6469,0.3828,-1.0000,0.8717
0.1113,-1.8450,0.1686,-3.4266,-0.5061,0.1342,2.2581,2.8520,-0.6780,2.7911
-0.2219,1.3013,2.0169,1.2950,0.5771,0.0153,0.5688,-0.0059,-0.2408,1.8485
0.4773,0.4262,-1.2785,2.0246,2.2484,-2.9523,-0.1028,1.4386,1.3770,-1.3997
-0.2452,-0.0931,-0.9781,0.0075,-1.2078,1.8555,0.8574,-1.4284,0.1343,1.7968
-2.5365,0.3461,0.0273,0.4555,0.9221,-0.8075,-0.9081,-0.6310,-1.5184,1.9546
-1.9877,2.2492,-0.5224,0.9355,1.1249,0.1644,0.6886,-0.0233,-0.8108,1.8959
2.1252,0.6518,-0.8223,0.9808,2.6537,-2.9335,0.0448,1.0646,0.3858,2.8263
1.6866,0.5304,-1.1606,-0.5386,0.2694,-0.5129,0.3306,-1.3992,0.0488,0.2744
-2.4867,0.3233,1.9047,-0.4512,-1.9832,-0.4430,-0.9696,-0.5011,-1.4164,1.6972
4.3609,-0.3366,0.1390,1.6524,0.8774,0.0328,-0.5067,0.8961,0.5827,0.8836
3.8716,1.9804,-0.6468,-0.9031,-1.3423,1.3203,-1.1554,-0.6992,1.0553,-1.6180
-1.4627,-1.0897,-0.7272,-0.6247,0.8921,-0.0925,-0.8549,2.0367,-3.2294,2.4106
2.4323,0.1630,1.4596,1.4342,-0.0880,-1.0520,-0.9233,0.4653,0.2896,0.7844
1.2880,-0.4824,2.5477,0.3496,1.2071,-1.3266,0.7243,0.4173,0.4743,-0.7562
-1.3236,-0.2094,-1.4507,0.3276,2.4176,-1.3198,2.7356,1.8764,-2.1923,2.7490
-1.7259,0.1107,0.1755,-0.2829,-3.3739,0.8372,1.2664,-0.5535,-1.9334,3.2554
-1.9899,0.2995,-1.4748,-0.4833,-1.1249,0.6168,1.4143,-1.1931,-0.9661,1.0222
2.7817,-0.0985,0.6200,-0.5732,0.3346,-1.2103,0.8652,-0.9612,0.2006,0.3999
