-0.8267,-0.2654,1.9294,1.0215,-2.5531,0.8671,1.6474,0.2870,1.5938,-2.4099
-0.5143,0.4355,0.0477,0.8215,-2.0351,3.6352,1.7530,0.0190,0.9685,-0.4129
0.7204,-0.6559,0.5215,1.1660,-0.4289,1.8126,0.4234,0.4880,0.1096,-0.1520
-0.3242,0.1469,1.8521,0.8984,1.1703,-2.8155,0.3751,0.4102,1.7371,-2.3108
-0.4126,-2.0649,2.1629,4.0741,0.0417,-2.7395,0.9556,1.6679,0.9048,-1.0270
-0.1817,-0.2529,0.5125,3.0981,0.4935,0.1681,0.0773,0.4253,0.3841,-0.4687
3.5576,-0.1851,1.9546,2.2638,-0.7484,5.0564,0.9689,1.1407,0.8489,-0.8519
0.7466,-0.1080,1.0624,2.0723,4.3002,-4.4663,0.9260,0.3835,0.8399,-0.6107
-0.1255,-2.5746,1.7632,3.5919,0.6910,-1.8809,1.0345,1.7238,0.5050,0.7860
0.3477,2.5417,0.3350,0.5857,0.8779,2.1196,0.0974,0.2802,2.5661,-2.3533
-0.7243,-1.5556,2.3346,5.9788,1.1625,-2.7917,0.4725,1.7593,1.2993,0.3751
0.1281,-0.6052,1.1033,2.8078,-2.9975,3.7829,2.6653,0.4229,0.5192,-0.7966
0.8158,-2.3805,3.0590,4.0284,0.2821,-0.2514,0.1757,1.7102,0.2243,1.4510
0.0638,-0.9514,1.3920,3.2216,-0.0375,-0.8273,0.1159,1.3339,0.9241,-0.8005
3.6447,-0.0263,0.3436,1.0855,-0.6725,7.2854,0.9036,0.1975,0.2464,0.3385
0.1665,0.6894,0.8367,1.6452,0.9985,-1.6023,0.0749,0.5617,1.1113,-1.4172
0.2964,1.5792,2.5816,0.4890,-0.6817,-1.4369,0.5117,0.1004,0.0655,0.3805
0.5768,-0.0248,1.4151,3.2584,0.4485,-1.1281,0.1526,0.2947,0.2283,1.0884
1.0849,-1.1478,2.0685,3.4253,-4.7955,11.2773,3.5520,1.3630,0.7987,-1.0834
0.4914,1.1870,0.9076,0.5668,-0.9304,3.8630,0.7128,0.1887,0.3822,1.8514
